,date,value,index_name,index_description,unit,phase,phase_description,event,event_description
284,1987-07-01,1.88,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
330,1987-08-01,1.46,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
376,1987-09-01,1.26,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
422,1987-10-01,1.18,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
468,1987-11-01,0.9,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
514,1987-12-01,0.79,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
9,1988-01-01,0.63,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
55,1988-02-01,0.33,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
101,1988-03-01,0.17,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
147,1988-04-01,-0.01,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
193,1988-05-01,-0.39,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
239,1988-06-01,-1.17,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
285,1988-07-01,-1.78,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
331,1988-08-01,-1.81,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
377,1988-09-01,-1.8,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
423,1988-10-01,-1.59,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
469,1988-11-01,-1.7,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
515,1988-12-01,-1.55,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
10,1989-01-01,-1.12,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
56,1989-02-01,-1.1,MEI,"Índice ENOS multivariante (MEI V2):El índice bimensual multivariante de El Niño/Oscilación Austral (ENOS) (MEI.v2) es la serie temporal de la función empírica ortogonal (EOF) combinada líder de cinco variables diferentes (presión a nivel del mar (SLP), temperatura de la superficie del mar (SST), componentes zonal y meridional del viento en superficie y radiación de onda larga saliente (OLR)) sobre la cuenca del Pacífico tropical (30°S-30°N y 100°E-70°W).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
